nro,kid,Nimi,vuosi,vero_pro,evlut_pro,orto_pro
2131,857,Tuusniemi,2017,"19,50","1,35","1,80"
2132,858,Tuusula,2017,"20,50","1,90","2,10"
2133,859,Tyrnävä,2017,"21,00","1,70","2,00"
2134,886,Ulvila,2017,"21,50","1,80","2,15"
2135,887,Urjala,2017,"20,50","1,95","2,10"
2136,889,Utajärvi,2017,"20,75","1,80","2,20"
2137,890,Utsjoki,2017,"20,50","1,85","1,95"
2138,892,Uurainen,2017,"21,00","1,90","2,10"
2139,893,Uusikaarlepyy,2017,"20,75","1,50","1,75"
2140,895,Uusikaupunki,2017,"21,50","1,85","1,95"
2141,785,Vaala,2017,"20,00","1,40","2,10"
2142,905,Vaasa,2017,"19,75","1,65","2,00"
2143,908,Valkeakoski,2017,"21,00","1,75","1,95"
2144,092,Vantaa,2017,"19,00","1,00","1,80"
2145,915,Varkaus,2017,"21,00","1,45","1,95"
2146,918,Vehmaa,2017,"22,25","1,65","1,75"
2147,921,Vesanto,2017,"21,00","1,85","2,00"
2148,922,Vesilahti,2017,"21,50","1,75","2,00"
2149,924,Veteli,2017,"22,00","1,90","2,10"
2150,925,Vieremä,2017,"21,00","1,80","2,10"
2151,927,Vihti,2017,"20,50","1,50","1,80"
2152,931,Viitasaari,2017,"21,00","1,60","1,95"
2153,934,Vimpeli,2017,"22,25","1,75","2,10"
2154,935,Virolahti,2017,"20,00","1,60","1,95"
2155,936,Virrat,2017,"20,75","1,70","2,00"
2156,941,Vårdö,2017,"19,00","2,00","1,75"
2157,946,Vöyri,2017,"21,00","1,95","2,10"
2158,976,Ylitornio,2017,"19,25","1,50","2,20"
2159,977,Ylivieska,2017,"21,50","1,75","2,10"
2160,980,Ylöjärvi,2017,"20,50","1,70","2,00"
2161,981,Ypäjä,2017,"21,50","1,90","2,15"
2162,989,Ähtäri,2017,"22,00","1,80","2,10"
2163,992,Äänekoski,2017,"21,50","1,65","1,95"
2164,020,Akaa,2016,"21,25","1,70","2,00"
2165,005,Alajärvi,2016,"22,00","1,75","2,10"
2166,009,Alavieska,2016,"21,50","1,80","2,00"
2167,010,Alavus,2016,"21,25","1,75","2,10"
2168,016,Asikkala,2016,"20,75","1,75","1,90"
2169,018,Askola,2016,"20,25","1,75","1,80"
2170,019,Aura,2016,"21,75","1,60","1,75"
2171,035,Brändö,2016,"16,75","2,00","1,75"
2172,043,Eckerö,2016,"18,50","2,00","1,75"
2173,046,Enonkoski,2016,"21,00","1,50","1,95"
2174,047,Enontekiö,2016,"21,25","1,65","2,20"
2175,049,Espoo,2016,"18,00","1,00","1,80"
2176,050,Eura,2016,"20,50","1,50","1,75"
2177,051,Eurajoki,2016,"18,00","1,60","1,75"
2178,052,Evijärvi,2016,"21,50","1,75","2,10"
2179,060,Finström,2016,"19,50","1,95","1,75"
2180,061,Forssa,2016,"20,00","1,40","2,15"
2181,062,Föglö,2016,"17,25","2,00","1,75"
2182,065,Geta,2016,"17,50","1,95","1,75"
2183,069,Haapajärvi,2016,"22,00","1,75","2,10"
2184,071,Haapavesi,2016,"22,00","1,80","2,10"
2185,072,Hailuoto,2016,"20,00","1,75","2,00"
2186,074,Halsua,2016,"21,50","1,90","2,10"
2187,075,Hamina,2016,"21,00","1,60","1,95"
2188,076,Hammarland,2016,"17,25","1,80","1,75"
2189,077,Hankasalmi,2016,"22,00","1,95","2,00"
2190,078,Hanko,2016,"21,75","1,60","1,80"
2191,079,Harjavalta,2016,"19,75","1,75","1,75"
2192,081,Hartola,2016,"21,50","1,75","2,00"
2193,082,Hattula,2016,"20,00","1,25","2,15"
2194,086,Hausjärvi,2016,"21,50","1,75","1,90"
2195,111,Heinola,2016,"20,50","1,50","1,90"
2196,090,Heinävesi,2016,"20,75","1,80","1,95"
2197,091,Helsinki,2016,"18,50","1,00","1,80"
2198,097,Hirvensalmi,2016,"19,50","1,75","2,00"
2199,098,Hollola,2016,"21,00","1,75","1,90"
2200,102,Huittinen,2016,"20,50","1,50","1,75"
2201,103,Humppila,2016,"21,50","1,90","2,15"
2202,105,Hyrynsalmi,2016,"21,75","1,75","1,95"
2203,106,Hyvinkää,2016,"19,75","1,25","1,90"
2204,108,Hämeenkyrö,2016,"21,00","1,50","2,00"
2205,109,Hämeenlinna,2016,"20,50","1,30","2,15"
2206,139,Ii,2016,"21,25","1,50","2,00"
2207,140,Iisalmi,2016,"20,50","1,65","2,10"
2208,142,Iitti,2016,"20,25","1,65","1,90"
2209,143,Ikaalinen,2016,"21,25","1,85","2,00"
2210,145,Ilmajoki,2016,"20,25","1,75","2,10"
2211,146,Ilomantsi,2016,"20,75","1,60","1,90"
2212,153,Imatra,2016,"20,00","1,50","1,85"
2213,148,Inari,2016,"19,00","1,75","2,20"
2214,149,Inkoo,2016,"20,75","1,75","1,80"
2215,151,Isojoki,2016,"22,00","1,75","2,10"
2216,152,Isokyrö,2016,"21,50","1,75","2,10"
2217,165,Janakkala,2016,"20,50","1,45","2,15"
2218,167,Joensuu,2016,"20,50","1,45","1,80"
2219,169,Jokioinen,2016,"20,50","1,85","2,15"
2220,170,Jomala,2016,"17,00","1,50","1,75"
2221,171,Joroinen,2016,"20,25","1,70","1,95"
2222,172,Joutsa,2016,"21,00","1,90","2,00"
2223,176,Juuka,2016,"20,75","1,70","1,95"
2224,177,Juupajoki,2016,"21,00","1,75","2,00"
2225,178,Juva,2016,"19,75","1,50","2,00"
2226,179,Jyväskylä,2016,"20,00","1,45","1,95"
2227,181,Jämijärvi,2016,"21,50","1,85","2,00"
2228,182,Jämsä,2016,"21,00","1,50","2,00"
2229,186,Järvenpää,2016,"19,75","1,25","1,80"
2230,202,Kaarina,2016,"19,25","1,00","1,75"
2231,204,Kaavi,2016,"21,25","1,50","2,00"
2232,205,Kajaani,2016,"21,00","1,65","1,95"
2233,208,Kalajoki,2016,"20,00","1,60","2,00"
2234,211,Kangasala,2016,"21,00","1,40","2,00"
2235,213,Kangasniemi,2016,"20,00","1,55","2,00"
2236,214,Kankaanpää,2016,"21,50","1,70","2,00"
2237,216,Kannonkoski,2016,"21,00","1,75","1,95"
2238,217,Kannus,2016,"20,50","1,60","2,10"
2239,218,Karijoki,2016,"22,00","2,00","2,10"
2240,224,Karkkila,2016,"20,75","1,50","1,80"
2241,226,Karstula,2016,"20,00","1,75","1,95"
2242,230,Karvia,2016,"19,75","1,85","2,00"
2243,231,Kaskinen,2016,"21,50","1,85","2,10"
2244,232,Kauhajoki,2016,"22,00","1,90","2,10"
2245,233,Kauhava,2016,"21,75","1,75","2,10"
2246,235,Kauniainen,2016,"16,50","1,00","1,80"
2247,236,Kaustinen,2016,"21,50","1,70","2,10"
2248,239,Keitele,2016,"19,50","1,75","2,00"
2249,240,Kemi,2016,"21,25","1,40","2,00"
2250,320,Kemijärvi,2016,"21,00","1,75","2,20"
2251,241,Keminmaa,2016,"21,25","1,40","2,00"
2252,322,Kemiönsaari,2016,"19,75","2,00","1,75"
2253,244,Kempele,2016,"20,50","1,45","2,00"
2254,245,Kerava,2016,"19,25","1,25","1,80"
2255,249,Keuruu,2016,"20,50","1,70","1,95"
2256,250,Kihniö,2016,"21,50","2,00","2,00"
2257,256,Kinnula,2016,"20,50","1,85","1,95"
2258,257,Kirkkonummi,2016,"19,50","1,25","1,80"
2259,260,Kitee,2016,"22,00","1,70","1,80"
2260,261,Kittilä,2016,"20,25","1,50","2,20"
2261,263,Kiuruvesi,2016,"20,75","1,50","2,10"
2262,265,Kivijärvi,2016,"21,00","1,75","1,95"
2263,271,Kokemäki,2016,"21,25","1,75","1,75"
2264,272,Kokkola,2016,"21,50","1,70","2,10"
2265,273,Kolari,2016,"20,00","1,50","2,20"
2266,275,Konnevesi,2016,"21,50","1,90","2,00"
2267,276,Kontiolahti,2016,"20,50","1,50","1,80"
2268,280,Korsnäs,2016,"21,00","1,85","2,10"
2269,284,Koski Tl,2016,"19,50","1,85","1,75"
2270,285,Kotka,2016,"20,50","1,50","1,85"
2271,286,Kouvola,2016,"20,75","1,60","1,95"
2272,287,Kristiinankaupunki,2016,"21,50","2,00","2,10"
2273,288,Kruunupyy,2016,"20,75","2,00","2,10"
2274,290,Kuhmo,2016,"21,50","1,75","1,95"
2275,291,Kuhmoinen,2016,"20,75","1,75","2,00"
2276,295,Kumlinge,2016,"19,00","2,00","1,75"
2277,297,Kuopio,2016,"20,50","1,50","2,00"
2278,300,Kuortane,2016,"21,00","1,75","2,10"
2279,301,Kurikka,2016,"20,00","1,75","2,10"
2280,304,Kustavi,2016,"19,25","1,85","1,75"
2281,305,Kuusamo,2016,"20,00","1,60","2,00"
2282,312,Kyyjärvi,2016,"20,50","2,00","1,95"
2283,316,Kärkölä,2016,"21,75","1,80","1,90"
2284,317,Kärsämäki,2016,"21,50","1,80","1,90"
2285,318,Kökar,2016,"19,75","2,00","1,75"
2286,398,Lahti,2016,"20,25","1,50","1,90"
2287,399,Laihia,2016,"21,50","1,50","2,10"
2288,400,Laitila,2016,"20,75","1,60","1,75"
2289,407,Lapinjärvi,2016,"20,50","1,65","1,85"
2290,402,Lapinlahti,2016,"20,25","1,65","2,10"
2291,403,Lappajärvi,2016,"21,00","1,75","2,10"
2292,405,Lappeenranta,2016,"21,00","1,35","1,85"
2293,408,Lapua,2016,"21,00","1,75","2,10"
2294,410,Laukaa,2016,"21,50","1,65","1,95"
2295,416,Lemi,2016,"21,00","1,75","1,85"
2296,417,Lemland,2016,"16,75","1,70","1,75"
2297,418,Lempäälä,2016,"20,50","1,45","2,00"
2298,420,Leppävirta,2016,"20,00","1,65","1,95"
2299,421,Lestijärvi,2016,"21,00","1,90","2,10"
2300,422,Lieksa,2016,"21,00","1,50","1,80"
2301,423,Lieto,2016,"19,50","1,35","1,75"
2302,425,Liminka,2016,"20,50","1,75","2,00"
2303,426,Liperi,2016,"21,50","1,60","1,75"
2304,444,Lohja,2016,"20,50","1,50","1,80"
2305,430,Loimaa,2016,"20,50","1,60","1,75"
2306,433,Loppi,2016,"21,50","1,70","2,15"
2307,434,Loviisa,2016,"19,75","1,65","1,85"
2308,435,Luhanka,2016,"18,50","1,90","2,00"
2309,436,Lumijoki,2016,"20,75","1,95","2,00"
2310,438,Lumparland,2016,"19,50","1,70","1,75"
2311,440,Luoto,2016,"19,50","1,90","2,10"
2312,441,Luumäki,2016,"19,75","1,60","1,95"
2313,475,Maalahti,2016,"21,50","1,90","2,10"
2314,478,Maarianhamina,2016,"17,75","1,45","1,75"
2315,480,Marttila,2016,"20,25","1,95","1,75"
2316,481,Masku,2016,"20,75","1,60","1,75"
2317,483,Merijärvi,2016,"21,50","1,75","2,00"
2318,484,Merikarvia,2016,"19,50","1,75","2,00"
2319,489,Miehikkälä,2016,"20,00","1,60","1,95"
2320,491,Mikkeli,2016,"20,00","1,50","2,00"
2321,494,Muhos,2016,"20,50","1,60","2,00"
2322,495,Multia,2016,"21,75","1,95","1,95"
2323,498,Muonio,2016,"21,00","1,65","2,20"
2324,499,Mustasaari,2016,"20,75","1,85","2,10"
2325,500,Muurame,2016,"19,50","1,50","1,95"
2326,503,Mynämäki,2016,"21,00","1,75","1,75"
2327,504,Myrskylä,2016,"21,50","1,85","1,85"
2328,505,Mäntsälä,2016,"20,50","1,25","1,90"
2329,508,Mänttä-Vilppula,2016,"22,00","1,80","2,00"
2330,507,Mäntyharju,2016,"19,75","1,70","2,00"
2331,529,Naantali,2016,"18,50","1,35","1,75"
2332,531,Nakkila,2016,"20,75","1,60","2,00"
2333,535,Nivala,2016,"21,50","1,75","2,10"
2334,536,Nokia,2016,"19,75","1,50","2,00"
2335,538,Nousiainen,2016,"21,00","1,55","1,75"
2336,541,Nurmes,2016,"20,50","1,65","1,95"
2337,543,Nurmijärvi,2016,"19,50","1,45","1,80"
2338,545,Närpiö,2016,"21,00","1,50","2,10"
2339,560,Orimattila,2016,"20,75","1,80","1,90"
2340,561,Oripää,2016,"19,50","1,85","1,75"
2341,562,Orivesi,2016,"22,25","1,75","2,00"
2342,563,Oulainen,2016,"21,75","1,75","2,00"
2343,564,Oulu,2016,"20,00","1,30","2,00"
2344,309,Outokumpu,2016,"22,25","1,65","1,75"
2345,576,Padasjoki,2016,"21,00","1,80","1,90"
2346,577,Paimio,2016,"20,75","1,50","1,75"
2347,578,Paltamo,2016,"22,00","1,75","1,95"
2348,445,Parainen,2016,"19,75","1,50","1,75"
2349,580,Parikkala,2016,"19,50","1,75","1,85"
2350,581,Parkano,2016,"21,00","1,75","2,00"
2351,599,Pedersören kunta,2016,"20,50","1,80","2,10"
2352,583,Pelkosenniemi,2016,"21,50","1,90","2,20"
2353,854,Pello,2016,"20,25","1,60","2,20"
2354,584,Perho,2016,"21,00","1,90","2,10"
2355,588,Pertunmaa,2016,"21,00","1,70","2,00"
2356,592,Petäjävesi,2016,"21,25","1,90","1,95"
2357,593,Pieksämäki,2016,"22,00","1,50","2,00"
2358,595,Pielavesi,2016,"20,75","1,65","2,00"
2359,598,Pietarsaari,2016,"21,25","1,80","2,10"
2360,601,Pihtipudas,2016,"21,00","1,85","1,95"
2361,604,Pirkkala,2016,"20,00","1,40","2,00"
2362,607,Polvijärvi,2016,"20,25","1,65","1,75"
2363,608,Pomarkku,2016,"20,50","1,90","2,00"
2364,609,Pori,2016,"19,75","1,50","2,00"
2365,611,Pornainen,2016,"20,50","1,75","1,80"
2366,638,Porvoo,2016,"19,75","1,45","1,80"
2367,614,Posio,2016,"21,75","1,65","2,20"
2368,615,Pudasjärvi,2016,"20,50","1,50","2,00"
2369,616,Pukkila,2016,"22,00","1,85","1,80"
2370,619,Punkalaidun,2016,"21,50","1,65","1,75"
2371,620,Puolanka,2016,"21,50","1,75","1,95"
2372,623,Puumala,2016,"20,50","1,95","1,95"
2373,624,Pyhtää,2016,"20,25","1,70","1,85"
2374,625,Pyhäjoki,2016,"20,25","1,75","2,00"
2375,626,Pyhäjärvi,2016,"19,75","1,75","2,10"
2376,630,Pyhäntä,2016,"19,75","1,75","2,10"
2377,631,Pyhäranta,2016,"21,00","1,75","1,75"
2378,635,Pälkäne,2016,"21,00","1,80","2,00"
2379,636,Pöytyä,2016,"21,25","1,75","1,75"
2380,678,Raahe,2016,"21,00","1,90","2,00"
2381,710,Raasepori,2016,"22,00","1,60","1,80"
2382,680,Raisio,2016,"19,75","1,15","1,75"
2383,681,Rantasalmi,2016,"20,50","1,50","1,95"
2384,683,Ranua,2016,"19,75","1,50","2,20"
2385,684,Rauma,2016,"20,00","1,25","1,75"
2386,686,Rautalampi,2016,"22,00","1,75","2,00"
2387,687,Rautavaara,2016,"21,00","1,75","1,95"
2388,689,Rautjärvi,2016,"20,50","1,75","1,85"
2389,691,Reisjärvi,2016,"22,00","1,75","2,10"
2390,694,Riihimäki,2016,"20,50","1,30","1,90"
2391,697,Ristijärvi,2016,"21,50","1,75","1,95"
2392,698,Rovaniemi,2016,"21,00","1,25","2,20"
2393,700,Ruokolahti,2016,"20,50","1,75","1,85"
2394,702,Ruovesi,2016,"22,25","1,80","2,00"
2395,704,Rusko,2016,"19,75","1,50","1,75"
2396,707,Rääkkylä,2016,"21,50","1,85","1,80"
2397,729,Saarijärvi,2016,"21,50","1,75","1,95"
2398,732,Salla,2016,"20,50","1,70","2,20"
2399,734,Salo,2016,"20,75","1,40","1,75"
2400,736,Saltvik,2016,"16,75","1,75","1,75"
2401,790,Sastamala,2016,"20,75","1,75","2,00"
2402,738,Sauvo,2016,"21,00","1,70","1,75"
2403,739,Savitaipale,2016,"21,00","1,75","1,85"
2404,740,Savonlinna,2016,"22,50","1,50","1,95"
2405,742,Savukoski,2016,"21,75","1,90","2,20"
2406,743,Seinäjoki,2016,"21,00","1,65","2,10"
2407,746,Sievi,2016,"21,75","1,75","2,10"
2408,747,Siikainen,2016,"21,00","1,75","2,00"
2409,748,Siikajoki,2016,"22,00","1,90","2,00"
2410,791,Siikalatva,2016,"22,25","1,75","2,00"
2411,749,Siilinjärvi,2016,"21,25","1,25","2,00"
2412,751,Simo,2016,"22,00","1,65","2,00"
2413,753,Sipoo,2016,"19,25","1,35","1,80"
2414,755,Siuntio,2016,"21,50","1,50","1,80"
2415,758,Sodankylä,2016,"20,00","1,40","2,20"
2416,759,Soini,2016,"21,75","1,85","2,10"
2417,761,Somero,2016,"19,50","1,65","2,15"
2418,762,Sonkajärvi,2016,"20,50","1,65","2,10"
2419,765,Sotkamo,2016,"21,25","1,65","1,95"
2420,766,Sottunga,2016,"18,00","2,00","1,75"
2421,768,Sulkava,2016,"21,50","1,95","1,95"
2422,771,Sund,2016,"19,50","2,00","1,75"
2423,777,Suomussalmi,2016,"20,50","1,50","1,95"
2424,778,Suonenjoki,2016,"22,00","1,50","2,00"
2425,781,Sysmä,2016,"19,00","1,75","2,00"
2426,783,Säkylä,2016,"21,50","1,60","1,75"
2427,831,Taipalsaari,2016,"20,00","1,60","1,85"
2428,832,Taivalkoski,2016,"20,50","1,65","2,00"
2429,833,Taivassalo,2016,"20,75","1,75","1,75"
2430,834,Tammela,2016,"19,50","1,70","2,15"
2431,837,Tampere,2016,"19,75","1,25","2,00"
2432,844,Tervo,2016,"20,75","1,95","2,00"
2433,845,Tervola,2016,"19,50","1,75","2,00"
2434,846,Teuva,2016,"22,00","1,75","2,10"
2435,848,Tohmajärvi,2016,"21,75","1,80","1,80"
2436,849,Toholampi,2016,"21,50","1,90","2,10"
2437,850,Toivakka,2016,"20,50","1,95","1,95"
2438,851,Tornio,2016,"20,50","1,50","2,00"
2439,853,Turku,2016,"19,50","1,00","1,75"
2440,857,Tuusniemi,2016,"22,00","1,50","2,00"
2441,858,Tuusula,2016,"19,50","1,35","1,80"
2442,859,Tyrnävä,2016,"20,50","1,90","2,00"
2443,886,Ulvila,2016,"20,50","1,70","2,00"
2444,887,Urjala,2016,"22,00","1,80","2,15"
2445,889,Utajärvi,2016,"20,50","1,95","2,00"
2446,890,Utsjoki,2016,"20,75","1,65","2,20"
2447,892,Uurainen,2016,"20,50","1,85","1,95"
2448,893,Uusikaarlepyy,2016,"21,00","1,90","2,10"
2449,895,Uusikaupunki,2016,"20,75","1,50","1,75"
2450,785,Vaala,2016,"21,50","1,85","1,95"
2451,905,Vaasa,2016,"20,00","1,25","2,10"
2452,908,Valkeakoski,2016,"19,75","1,65","2,00"
2453,092,Vantaa,2016,"19,00","1,00","1,80"
2454,915,Varkaus,2016,"20,75","1,45","1,95"
2455,918,Vehmaa,2016,"21,50","1,65","1,75"
2456,921,Vesanto,2016,"21,00","1,85","2,00"
2457,922,Vesilahti,2016,"21,50","1,75","2,00"
2458,924,Veteli,2016,"22,00","1,90","2,10"
2459,925,Vieremä,2016,"21,00","1,80","2,10"
2460,927,Vihti,2016,"20,50","1,50","1,80"
2461,931,Viitasaari,2016,"21,00","1,60","1,95"
2462,934,Vimpeli,2016,"22,25","1,75","2,10"
2463,935,Virolahti,2016,"20,00","1,60","1,95"
2464,936,Virrat,2016,"20,25","1,70","2,00"
2465,941,Vårdö,2016,"19,00","2,00","1,75"
2466,946,Vöyri,2016,"21,00","1,95","2,10"
2467,976,Ylitornio,2016,"19,25","1,50","2,20"
2468,977,Ylivieska,2016,"21,50","1,75","2,10"
2469,980,Ylöjärvi,2016,"20,50","1,70","2,00"
2470,981,Ypäjä,2016,"21,00","1,90","2,15"
2471,989,Ähtäri,2016,"22,00","1,80","2,10"
2472,992,Äänekoski,2016,"21,50","1,65","1,95"
2473,020,Akaa,2015,"21,25","1,70","2,00"
2474,005,Alajärvi,2015,"21,50","1,75","2,10"
2475,009,Alavieska,2015,"21,50","1,80","2,00"
2476,010,Alavus,2015,"20,75","1,75","2,10"
2477,016,Asikkala,2015,"20,75","1,75","1,90"
2478,018,Askola,2015,"20,25","1,75","1,60"
2479,019,Aura,2015,"21,00","1,60","1,75"
2480,035,Brändö,2015,"16,75","2,00","1,75"
2481,043,Eckerö,2015,"18,50","2,00","1,75"
2482,046,Enonkoski,2015,"21,00","1,50","1,95"
2483,047,Enontekiö,2015,"20,75","1,65","2,20"
2484,049,Espoo,2015,"18,00","1,00","1,60"
2485,050,Eura,2015,"20,50","1,50","1,75"
2486,051,Eurajoki,2015,"18,00","1,60","1,75"
2487,052,Evijärvi,2015,"21,50","1,75","2,10"
2488,060,Finström,2015,"19,50","1,95","1,75"
2489,061,Forssa,2015,"20,00","1,40","2,15"
2490,062,Föglö,2015,"17,25","2,00","1,75"
2491,065,Geta,2015,"17,50","1,95","1,75"
2492,069,Haapajärvi,2015,"22,00","1,75","1,95"
2493,071,Haapavesi,2015,"21,25","1,80","1,95"
2494,072,Hailuoto,2015,"20,00","1,65","2,00"
2495,074,Halsua,2015,"21,50","1,90","2,10"
2496,075,Hamina,2015,"21,00","1,60","1,85"
2497,076,Hammarland,2015,"17,25","1,80","1,75"
2498,077,Hankasalmi,2015,"22,00","1,95","2,00"
2499,078,Hanko,2015,"21,75","1,60","1,60"
2500,079,Harjavalta,2015,"19,75","1,65","1,75"
2501,081,Hartola,2015,"21,50","1,75","2,00"
2502,082,Hattula,2015,"20,00","1,25","2,15"
2503,086,Hausjärvi,2015,"21,00","1,75","1,90"
2504,111,Heinola,2015,"20,50","1,50","1,90"
2505,090,Heinävesi,2015,"20,75","1,75","1,95"
2506,091,Helsinki,2015,"18,50","1,00","1,60"
2507,097,Hirvensalmi,2015,"19,50","1,75","2,00"
2508,098,Hollola,2015,"21,00","1,75","1,90"
2509,102,Huittinen,2015,"20,25","1,50","1,75"
2510,103,Humppila,2015,"21,50","1,90","2,15"
2511,105,Hyrynsalmi,2015,"21,75","1,75","1,95"
2512,106,Hyvinkää,2015,"19,75","1,25","1,90"
2513,108,Hämeenkyrö,2015,"21,00","1,50","2,00"
2514,109,Hämeenlinna,2015,"20,50","1,30","2,15"
2515,139,Ii,2015,"21,25","1,50","2,00"
2516,140,Iisalmi,2015,"20,50","1,50","2,10"
2517,142,Iitti,2015,"20,25","1,65","1,90"
2518,143,Ikaalinen,2015,"21,25","1,85","2,00"
2519,145,Ilmajoki,2015,"20,25","1,75","2,10"
2520,146,Ilomantsi,2015,"20,75","1,60","1,90"
2521,153,Imatra,2015,"20,00","1,50","1,85"
2522,148,Inari,2015,"19,00","1,75","2,20"
2523,149,Inkoo,2015,"20,75","1,50","1,60"
2524,151,Isojoki,2015,"22,00","1,75","2,10"
2525,152,Isokyrö,2015,"21,50","1,75","2,10"
2526,165,Janakkala,2015,"20,50","1,45","2,15"
2527,167,Joensuu,2015,"20,50","1,45","1,80"
2528,169,Jokioinen,2015,"20,50","1,50","2,15"
2529,170,Jomala,2015,"17,00","1,50","1,75"
2530,171,Joroinen,2015,"20,25","1,70","1,95"
2531,172,Joutsa,2015,"21,00","1,90","2,00"
2532,176,Juuka,2015,"20,75","1,70","1,85"
2533,177,Juupajoki,2015,"21,00","1,75","2,00"
2534,178,Juva,2015,"19,75","1,50","2,00"
2535,179,Jyväskylä,2015,"20,00","1,45","1,95"
2536,181,Jämijärvi,2015,"21,50","1,85","2,00"
2537,182,Jämsä,2015,"21,00","1,50","2,00"
2538,186,Järvenpää,2015,"19,75","1,25","1,60"
2539,202,Kaarina,2015,"19,25","1,00","1,75"
2540,204,Kaavi,2015,"21,25","1,50","2,00"
2541,205,Kajaani,2015,"21,00","1,65","1,95"
2542,208,Kalajoki,2015,"20,00","1,60","2,00"
2543,211,Kangasala,2015,"21,00","1,40","2,00"
2544,213,Kangasniemi,2015,"20,00","1,55","2,00"
2545,214,Kankaanpää,2015,"21,50","1,70","2,00"
2546,216,Kannonkoski,2015,"21,00","1,75","1,95"
2547,217,Kannus,2015,"20,50","1,60","2,10"
2548,218,Karijoki,2015,"22,00","2,00","2,10"
2549,224,Karkkila,2015,"20,75","1,50","1,60"
2550,226,Karstula,2015,"20,00","1,75","1,95"
2551,230,Karvia,2015,"19,75","1,85","2,00"
2552,231,Kaskinen,2015,"21,00","1,85","2,10"
2553,232,Kauhajoki,2015,"22,00","1,90","2,10"
2554,233,Kauhava,2015,"21,75","1,75","2,10"
2555,235,Kauniainen,2015,"16,50","1,00","1,60"
2556,236,Kaustinen,2015,"21,50","1,70","2,10"
2557,239,Keitele,2015,"19,50","1,75","2,00"
2558,240,Kemi,2015,"21,25","1,40","2,00"
2559,320,Kemijärvi,2015,"20,50","1,75","2,20"
2560,241,Keminmaa,2015,"21,25","1,40","2,00"
2561,322,Kemiönsaari,2015,"19,75","2,00","1,75"
2562,244,Kempele,2015,"20,50","1,45","2,00"
2563,245,Kerava,2015,"19,00","1,25","1,60"
2564,249,Keuruu,2015,"20,50","1,70","1,95"
2565,250,Kihniö,2015,"21,50","2,00","2,00"
2566,256,Kinnula,2015,"20,50","1,75","1,95"
2567,257,Kirkkonummi,2015,"19,50","1,25","1,60"
2568,260,Kitee,2015,"22,50","1,70","1,80"
2569,261,Kittilä,2015,"19,50","1,50","2,20"
2570,263,Kiuruvesi,2015,"20,75","1,50","1,95"
2571,265,Kivijärvi,2015,"21,00","1,75","1,95"
2572,271,Kokemäki,2015,"21,25","1,75","1,75"
2573,272,Kokkola,2015,"21,00","1,70","2,10"
2574,273,Kolari,2015,"20,00","1,50","2,20"
2575,275,Konnevesi,2015,"21,50","1,90","2,00"
2576,276,Kontiolahti,2015,"20,50","1,50","1,80"
2577,280,Korsnäs,2015,"21,00","1,85","2,10"
2578,284,Koski Tl,2015,"19,50","1,85","1,75"
2579,285,Kotka,2015,"20,50","1,50","1,85"
2580,286,Kouvola,2015,"20,50","1,60","1,85"
2581,287,Kristiinankaupunki,2015,"21,50","2,00","2,10"
2582,288,Kruunupyy,2015,"20,75","2,00","2,10"
2583,290,Kuhmo,2015,"21,50","1,75","1,95"
2584,291,Kuhmoinen,2015,"20,75","1,75","2,00"
2585,295,Kumlinge,2015,"18,50","2,00","1,75"
2586,297,Kuopio,2015,"20,50","1,50","2,00"
2587,300,Kuortane,2015,"21,00","1,75","2,10"
2588,301,Kurikka,2015,"19,00","1,75","2,10"
2589,304,Kustavi,2015,"19,25","1,85","1,75"
2590,305,Kuusamo,2015,"20,00","1,60","2,00"
2591,312,Kyyjärvi,2015,"20,50","2,00","1,95"
2592,316,Kärkölä,2015,"21,75","1,80","1,90"
2593,317,Kärsämäki,2015,"21,50","1,80","1,95"
2594,318,Kökar,2015,"19,75","2,00","1,75"
2595,398,Lahti,2015,"20,25","1,50","1,90"
2596,399,Laihia,2015,"21,50","1,50","2,10"
2597,400,Laitila,2015,"20,75","1,60","1,75"
2598,407,Lapinjärvi,2015,"20,50","1,65","1,85"
2599,402,Lapinlahti,2015,"20,25","1,50","2,10"
2600,403,Lappajärvi,2015,"21,00","1,75","2,10"
2601,405,Lappeenranta,2015,"21,00","1,35","1,85"
2602,408,Lapua,2015,"21,00","1,75","2,10"
2603,410,Laukaa,2015,"21,50","1,65","1,95"
2604,416,Lemi,2015,"21,00","1,75","1,85"
2605,417,Lemland,2015,"16,75","1,70","1,75"
2606,418,Lempäälä,2015,"20,50","1,45","2,00"
2607,420,Leppävirta,2015,"20,00","1,65","1,95"
2608,421,Lestijärvi,2015,"20,00","1,90","2,10"
2609,422,Lieksa,2015,"21,00","1,50","1,80"
2610,423,Lieto,2015,"19,50","1,35","1,75"
2611,425,Liminka,2015,"20,50","1,75","2,00"
2612,426,Liperi,2015,"21,50","1,60","1,75"
2613,444,Lohja,2015,"20,50","1,50","1,60"
2614,430,Loimaa,2015,"20,50","1,60","1,75"
2615,433,Loppi,2015,"20,50","1,70","2,15"
2616,434,Loviisa,2015,"19,75","1,65","1,85"
2617,435,Luhanka,2015,"19,00","1,90","2,00"
2618,436,Lumijoki,2015,"20,50","1,95","2,00"
2619,438,Lumparland,2015,"19,50","1,70","1,75"
2620,440,Luoto,2015,"20,00","1,90","2,10"
2621,441,Luumäki,2015,"19,75","1,60","1,85"
